index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
179,call Of duTY: AdVAnceD wARFAre,XOne,2014,shOoTEr,activision,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,Sledgehammer Games,M
180,MiNECraft,PS3,2014,mISc,sony computer entertainment,2.03,2.37,0.0,0.87,5.26,,,,,,
181,asSaSsiN'S CREED ii,X360,2009,AcTion,ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,Ubisoft Montreal,M
182,toMB RAIDEr II,PS,1997,ACtiOn,eidos interactive,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,Core Design Ltd.,T
183,maDDen nFL 2004,PS2,,SPORtS,electronic arts,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0,EA Tiburon,E
184,tomoDAChI LiFE,3DS,2013,sImulatIoN,nintendo,0.97,2.11,1.9,0.24,5.23,,,,,,
185,New sUpEr MarIO BROS. u,WiiU,2012,pLAtfORM,nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E
186,DRAgon qUest viII: jOUrnEY of THE cuRSED KiNg,PS2,2004,roLE-PLaYIng,square enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Level 5,T
187,SupeR MaRIo BrOs. 3,GBA,2003,PLAtfOrM,nintendo,2.93,1.25,0.83,0.2,5.2,,,,,,
188,profEssor LaYtON and tHE CurIOUS vILlAGE,DS,2007,puZZLe,nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Level 5,E
189,super MArio Land 3: waRiO lanD,GB,1994,pLAtfoRm,nintendo,2.49,0.98,1.57,0.15,5.19,,,,,,
190,FIFa SoCcer 13,X360,2012,ActiON,electronic arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E
191,DoNkey kong coUNtRy 2: DiddY'S koNg qUeSt,SNES,1995,plATform,nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,
192,DIABLO III,PC,2012,rOLe-plAyinG,activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4,9629.0,Blizzard Entertainment,M
193,meDaL Of HONor: riSinG Sun,PS2,2003,sHoOTEr,electronic arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T
194,Kirby's DreaM lanD,GB,1992,PlATFOrm,nintendo,2.71,0.61,1.7,0.11,5.13,,,,,,
195,mIcRoSOft fLIGht SimUlaToR,PC,1996,sIMUlatIon,microsoft game studios,3.22,1.69,0.0,0.2,5.12,,,,,,
196,GuITar herO ii,PS2,2006,MISC,redoctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Harmonix Music Systems,T
197,FabLE Iii,X360,2010,ROle-plAyINg,microsoft game studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M
198,mAriO & SONIC aT The oLYMpiC GAmeS,DS,2008,sporTs,sega,1.63,2.45,0.44,0.57,5.09,,,,,,
199,rEsidENt EvIL 5,PS3,2009,AcTion,capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M
200,the lEGEnd of ZelDa: phAntOm hOuRglass,DS,2007,ActiOn,nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8,416.0,Nintendo,E
201,sUper mArIo bROs.,GB,1999,PlATfORM,nintendo,3.4,1.3,0.15,0.22,5.07,,,,,,
202,fiFa sOCCer 11,PS3,2010,SPoRtS,electronic arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8,233.0,EA Sports,E
203,rESIdeNT eVil,PS,1996,ACTiON,virgin interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9,266.0,Capcom,M
204,gRAnD thEFt AUTo: vIcE CITy SToRIEs,PSP,2006,ActIon,take-two interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8,150.0,Rockstar Leeds,M
205,tonY hAwK'S PRo SKAter,PS,1999,SPorts,activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T
206,waRzonE 2100,PS,1999,stRAtegY,eidos interactive,2.79,1.89,0.0,0.33,5.01,,,,,,
207,sPYrO tHE drAGoN,PS,1998,plAtForm,sony computer entertainment,3.36,1.36,0.07,0.21,5.0,,,,,,
208,guItaR HerO iiI: LegendS oF RoCK,PS2,2007,Misc,activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T
209,lInk's CrosSbow TRAiNING,Wii,2007,sHoOtEr,nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T
210,pokeMON MySTery dUNgeon: eXplorErs Of tIMe/exPlOrerS of DaRkness,DS,2007,rolE-PLaYInG,nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,
211,FalLOUT 3,X360,2008,rOLE-plAYIng,bethesda softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M
212,UNchARTed: DraKe's fOrtUne,PS3,2007,ACTION,sony computer entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T
213,maddEn NFL 06,PS2,2005,SpoRTs,electronic arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0,EA Sports,E
214,DiDdY kOng RAcinG,N64,1997,rACing,nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,
215,MONstER HuNTer frEeDom 3,PSP,2010,RoLE-pLAYinG,capcom,0.0,0.0,4.87,0.0,4.87,,,,,,
216,supeR smash BroS. foR WIi U And 3DS,WiiU,2014,FigHTINg,nintendo,2.6,1.08,0.81,0.38,4.87,,,,,,
217,dR. MaRIo,NES,1990,PuzZLe,nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,
218,STarCRAft iI: wiNGs Of lIBERty,PC,2010,STRatEgY,activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T
219,ASSasSiN'S CrEed,PS3,2007,advenTURE,ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M
220,gOD of War iIi,PS3,2010,acTIon,sony computer entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M
221,CrAsH Team RacINg,PS,1999,RACinG,sony computer entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,233.0,Naughty Dog,E
222,LeGO sTAr WArs: thE cOmpleTE SaGA,DS,2007,ActIOn,lucasarts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E
223,driVEr 2,PS,2000,AcTioN,atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T
224,BAtmaN: ARkHaM CitY,X360,2011,aCTion,warner bros. interactive entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Rocksteady Studios,T
225,thE LAST Of US,PS4,2014,ACtioN,sony computer entertainment,1.88,2.0,0.07,0.77,4.71,,,,,,
226,the sIMpsOnS: hiT & ruN,PS2,2003,RACinG,vivendi games,1.73,2.19,0.0,0.79,4.7,,,,,,
227,TonY HAWK's PRO skateR 2,PS,2000,Sports,activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T
228,tHE LORd OF tHe rings: The TwO tOwerS,PS2,2002,AcTioN,electronic arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T
229,toMb rAIDer,PS,1996,ActIoN,eidos interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Core Design Ltd.,T
230,anIMal CrOSSing: CITY FolK,Wii,2008,sIMUlatiOn,nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E
231,uNcHArTED: thE naThAN drAkE cOLLEctiON,PS4,2015,aCTiOn,sony computer entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T
232,tHe LEGend OF zeLDA: a liNk To the PaSt,SNES,1991,acTIoN,nintendo,2.42,0.91,1.15,0.13,4.61,,,,,,
233,tHe LeGENd Of zeLDa: thE WInD WaKEr,GC,2002,ACtiON,nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E
234,gUitar heRO III: LeGendS Of rock,Wii,2007,misc,activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T
235,LUiGI'S MANSioN: DaRK mOON,3DS,2013,actioN,nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Next Level Games,E
236,FORzA MoToRsPOrT 4,X360,2011,RacIng,microsoft game studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Turn 10,E
237,mario & sonIC at the OlyMPIC wiNtEr gaMes,Wii,2009,spORts,sega,1.87,1.96,0.22,0.48,4.53,,,,,,
238,MAddeN nfl 2005,PS2,2004,SPorts,electronic arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E
239,GUitAr heRo III: LEGenDs oF rOck,X360,2007,MisC,activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T
240,pITfall!,2600,1981,plaTfOrM,activision,4.21,0.24,0.0,0.05,4.5,,,,,,
241,maDDen NfL 07,PS2,2006,SpoRTs,electronic arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E
242,hALo 5: GuARDians,XOne,2015,SHOOter,microsoft game studios,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,343 Industries,T
243,sPIdER-man: the mOviE,PS2,2002,aCtioN,activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Treyarch,E
244,DRagOn qUest viI: WarRioRS OF eDen,PS,2000,roLe-PLAYINg,enix corporation,0.2,0.14,4.1,0.02,4.47,,,,,,
245,CaLl OF DUTY: InfINITE WARFArE,PS4,2016,ShoOtER,activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M
246,GOd OF WAr,PS2,2005,ACtIoN,sony computer entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,SCE Santa Monica,M
247,SpLatOoN,WiiU,2015,ShOoTEr,nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Nintendo,E10+
248,NiNtENdO land,WiiU,2012,MISC,nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+
249,TONY Hawk's Pro sKAteR 3,PS2,2001,SpoRts,activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T
250,WinNiNG eleVen: PrO eVOlution sOccER 2007,PS2,2006,SpoRtS,konami digital entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E
251,The eLDer SCRoLLS iV: oBliVION,X360,2006,rOle-pLAYiNG,take-two interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M
252,zELDA ii: the aDVEnTure OF link,NES,1987,ADVeNTUrE,nintendo,2.19,0.5,1.61,0.08,4.38,,,,,,
253,NEED foR sPEED: MosT waNTED,PS2,2005,rACing,electronic arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,EA Canada,T
254,michaeL jAcKsOn: The EXPERiEnCe,Wii,2010,misc,ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+
255,CalL OF DutY: ADvaNCed waRFaRE,PS3,2014,shooTEr,activision,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0,High Moon Studios,M
256,rEsiStaNcE: FaLL oF MAN,PS3,2006,sHoOTER,sony computer entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Insomniac Games,M
257,soNIC The hedGEHOG,GEN,1991,plAtForm,sega,3.03,0.91,0.26,0.13,4.34,,,,,,
258,kIngDOM HeARTS Ii,PS2,2005,RolE-pLAYiNG,square enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9,766.0,Square Enix,E10+
259,THE lEgend Of ZeldA: OCArinA OF tiME,3DS,2011,ACtIon,nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,
260,SUPer MArio 3d WORlD,WiiU,2013,plATFORM,nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9,1607.0,Nintendo,E
261,MiNeCrAFt,PS4,2014,MISc,sony computer entertainment europe,1.48,2.02,0.14,0.68,4.32,,,,,,
262,aSTERoids,2600,1980,ShooteR,atari,4.0,0.26,0.0,0.05,4.31,,,,,,
263,CALl of DUtY: ADvAncED waRFARE,X360,2014,SHOOTER,activision,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0,High Moon Studios,M
264,fiFA 15,PS3,2014,SPorTs,electronic arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0,EA Sports,E
265,fAbLe iI,X360,2008,rOlE-PLayINg,microsoft game studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,M
266,nAmCO mUSeum,GBA,2001,miSc,namco bandai games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Mass Media,E
267,bATmAN: aRKHaM ASYLUm,PS3,2009,ActIoN,eidos interactive,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Rocksteady Studios,T
268,MeTal GEar SOliD 3: SNAke EAteR,PS2,2004,actioN,konami digital entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,KCEJ,M
269,aSsASsIN's cREed: RevElations,PS3,2011,acTIoN,ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M
270,FaLLouT 4,XOne,2015,ROLe-plAyiNg,bethesda softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M
271,fIfa 14,X360,2013,spOrts,electronic arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E
272,dAxTeR,PSP,2006,PLaTForM,sony computer entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,Ready at Dawn,E10+
273,WaRCrafT iI: TIdeS of DARkNESS,PC,1995,strategY,activision,1.7,2.27,0.0,0.23,4.21,,,,,,
274,FifA SoCcer 06,PS2,2005,sPOrTS,electronic arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E
275,eYetoY PLaY,PS2,2003,MISc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E
276,GrAN tuRiSMO 5 pRologUe,PS3,2007,rAcINg,sony computer entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Polyphony Digital,E
277,AsSaSsin's Creed: rEvelATioNS,X360,2011,Action,ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M
278,FIfA 12,X360,2011,sPOrTS,electronic arts,0.84,2.78,0.02,0.53,4.18,,,,,,
279,teENAgE MUTant NINja TUrTLEs,NES,1989,actiOn,palcom,3.38,0.44,0.31,0.04,4.17,,,,,,
280,strEeT FIGhTer iV,PS3,2009,FIghtIng,capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T
281,ExcITebIke,NES,1984,rAcING,nintendo,2.04,0.48,1.57,0.07,4.16,,,,,,
282,FrOGger,PS,1997,aCTion,hasbro interactive,3.79,0.27,0.0,0.11,4.16,,,,,,
283,MADDen NFl 2003,PS2,2002,SpORts,electronic arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E
284,half-lifE,PC,1997,SHOoter,vivendi games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Valve Software,M
285,supER mariO WORlD 2: YOshi's islAND,SNES,1995,PLaTFORm,nintendo,1.65,0.61,1.76,0.09,4.12,,,,,,
286,FIFa socCer 07,PS2,2006,SpORTS,electronic arts,0.71,2.48,0.03,0.89,4.11,,,,,,
287,STreEt FiGHTeR iI TURBO,SNES,1992,fIghTIng,capcom,1.42,0.51,2.1,0.07,4.1,,,,,,
288,WORLd of WarcrAfT: THE buRNiNG CRUSaDE,PC,2007,RoLE-PLaYiNg,activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Blizzard Entertainment,T
289,BAtTlefIEld 1,PS4,2016,ShOoTER,electronic arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M
290,goD of wAR II,PS2,2007,aCtioN,sony computer entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M
291,WorlD sOCCeR wiNniNg eLEvEN 9,PS2,2005,spoRtS,konami digital entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,Konami,E
292,fALlOUt: NEw vEgaS,X360,2010,RoLE-pLAyInG,bethesda softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,M
293,FoRZA mOtorsPoRt 2,X360,2007,Racing,microsoft game studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Turn 10,E
294,CArNIvAL gaMes,Wii,2007,MISc,take-two interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6,44.0,Cat Daddy Games,E
295,WatCh DOgs,PS4,2014,acTION,ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M
296,NAMCo MUseUm VoL.3,PS,1996,MiSC,sony computer entertainment,2.28,1.55,0.16,0.06,4.05,,,,,,
297,TekkEN TAg TOURNamENT,PS2,2000,FiGhTInG,namco bandai games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,T
298,FAr cRY 4,PS4,2014,SHoOTeR,ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M
299,STar FOx 64,N64,1997,shOoteR,nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,
300,GOLf,NES,1984,SpoRts,nintendo,1.22,0.28,2.46,0.04,4.01,,,,,,
301,namco mUsEUm: 50TH AnniveRsaRy,PS2,2005,MiSc,namco bandai games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,tbd,,Digital Eclipse,E10+
302,leFt 4 DeAd 2,X360,2009,shoOTer,electronic arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Valve Software,M
303,ThE witcHEr 3: Wild huNt,PS4,2015,ROLe-PLAYinG,namco bandai games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M
304,AssAssIn's cREED: uNitY,PS4,2014,ACtioN,ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M
305,BAtmAN: aRKHam KniGHt,PS4,2015,AcTiOn,warner bros. interactive entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,M
306,tHe LEGeND OF ZeLDa: sKywARD sWorD,Wii,2011,actION,nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8,1958.0,Nintendo,E10+
307,FaLLOuT 3,PS3,2008,Role-PlaYInG,bethesda softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8,910.0,Bethesda Game Studios,M
308,prOfEssOR lAyTON and the diABolicAl BoX,DS,2007,puzZlE,nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,Level 5,E10+
309,dONkeY kOng LAnD,GB,1994,PlaTFORm,nintendo,1.97,0.76,1.07,0.11,3.91,,,,,,
310,Ea SpORts actiVe,Wii,2009,SpOrTS,electronic arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E
311,Tony hAWK's UNderGROuNd,PS2,2003,SpOrTs,activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,T
312,moNstEr hUNTEr 4 UlTImATe,3DS,2014,rOle-pLayiNG,nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,Capcom,T
313,THe elDer sCROLLs v: SKyriM,PC,2011,rOLe-plaYIng,bethesda softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M
314,NBA 2k16,PS4,2015,spoRTs,take-two interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+
315,TEKKen 5,PS2,2005,FIghting,namco bandai games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,T
316,DrAgon warRIor Iii,NES,1988,RoLe-playInG,enix corporation,0.1,0.0,3.77,0.0,3.87,,,,,,
317,MOtoRsToRm,PS3,2006,RaCInG,sony computer entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Evolution Studios,T
318,nINTENDOgS + cATS,3DS,2011,simuLatION,nintendo,1.44,1.41,0.73,0.27,3.85,,,,,,
319,WOrLd soCcER wiNniNG EleVEn 8 INTErNATIonAL,PS2,2004,SpOrtS,konami digital entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,KCET,E
320,spOrTs CHaMPioNS,PS3,2010,SporTs,sony computer entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+
321,Namco MuSEUm VOL.1,PS,1995,miSc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84,,,,,,
322,ThE leGenD of ZeLDA: lInK'S AWAKENiNG,GB,1992,ActIOn,nintendo,2.21,0.96,0.54,0.13,3.83,,,,,,
323,Call of Duty: GhosTs,PS4,2013,ShooTeR,activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M
324,FlasH Focus: ViSioN TRAinINg IN mINUTEs a DaY,DS,2007,MIsC,nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4,4.0,"Nintendo, Namco Bandai Games",E
325,ToM CLaNCy's the DIVISION,PS4,2016,shOOteR,ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7,2219.0,Massive Entertainment,M
326,biG braiN ACadeMy: wIi DeGrEe,Wii,2007,mIsC,nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,E
327,ReSIDeNt evIL DireCtOR's CUt,PS,1996,ACtiOn,virgin interactive,1.82,1.24,0.47,0.25,3.77,,,,,,
328,mariO & lUIGi: BOwseR's iNSIDe STOrY,DS,2009,ROLe-PLAyINg,nintendo,2.23,0.47,0.81,0.26,3.77,,,,,,
329,lego INDiaNa jonES: THe orIgInAl aDVeNtURES,X360,2008,aCTIOn,activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,E10+
330,ThE simS: UNLeAsHED,PC,2002,SIMUlaTIon,electronic arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8,29.0,Maxis,T
331,RatcHet & CLaNk: SIzE maTteRS,PSP,2007,PLatfoRM,sony computer entertainment,1.4,1.39,0.1,0.86,3.74,,,,,,
332,HArrY potTEr anD tHE SORCerEr'S sTone,PS,2001,ACTION,electronic arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Argonaut Games,E
333,MarIO & soniC at The LoNDoN 2012 olYMPic GaMeS,Wii,2011,SPOrTS,sega,1.12,1.87,0.27,0.45,3.72,,,,,,
334,RESideNt EVil 3: NEmEsis,PS,1999,ACtioN,eidos interactive,1.3,0.77,1.54,0.11,3.72,,,,,,
335,sUpEr paPeR maRIO,Wii,2007,plATFOrm,nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,E
336,SPyRo: yeAr OF THe DRAgoN,PS,2000,PLatfoRm,sony computer entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Insomniac Games,E
337,assAsSiN'S cReeD Iv: blaCk FlAG,PS3,2013,AcTIon,ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M
338,FIFA sOccEr 2005,PS2,2004,SPOrts,electronic arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,E
339,POkÉMOn TrADIng card GAme,GB,1998,STrATeGY,nintendo,1.49,0.73,1.38,0.1,3.7,,,,,,
340,FrIend CoLlECtioN,DS,2009,MiSc,nintendo,0.0,0.0,3.67,0.0,3.67,,,,,,
341,TONY haWk's prO sKATEr 4,PS2,2002,sPORTs,activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T
342,stAr wARS bATtlEfRont (2015),XOne,2015,sHootEr,electronic arts,2.04,1.28,0.02,0.32,3.66,,,,,,
343,mYsiMS,DS,2007,sImulatIoN,electronic arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,TOSE,E
344,mIDNIgHt CLuB 3: dUb editiOn,PSP,2005,RACIng,take-two interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+
345,BANJo-KAZOoIe,N64,1998,pLatfoRm,nintendo,1.87,1.13,0.55,0.1,3.65,,,,,,
346,sOCom: u.S. Navy SeALS,PS2,2002,sHOOTEr,sony computer entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,M
347,JaK AnD DAXTER: tHE PrEcURSOR lEgaCY,PS2,2001,PLatfORM,sony computer entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E
348,PokEmON snAp,N64,1999,SIMULATIOn,nintendo,2.23,0.68,0.66,0.06,3.63,,,,,,
349,prO evoLutiON soCCer 2008,PS2,2007,sPoRtS,konami digital entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,E
350,REsiDent EViL 4,PS2,2005,actioN,capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,M
351,guITaR Hero: WoRlD ToUR,Wii,2008,mISC,activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,T
352,fIFa SOcCer 10,PS3,2009,spORTs,electronic arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E
353,STAr Wars: bATtlefrONt,PS2,2004,sHoOTEr,lucasarts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,T
354,DOoM ii: hElL ON EARtH,PC,1994,SHOoTeR,virgin interactive,2.05,1.4,0.0,0.16,3.61,,,,,,
355,the sImpsONs: RoAd raGe,PS2,2001,RACing,electronic arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T
356,lUIgi'S mAnsiOn,GC,2001,actIOn,nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,Nintendo,E
